R0_gal,V_scale,chi2,rms,success,v_predicted,name,n_points,r_max
79.08006503432054,136.41334168410495,5.778469586652749,6.178981981136345,True,"[36.68455221 51.260605   62.33366267 71.52664958 79.50653953 86.68261639
 93.23533091]",F571-V1,7,13.59
62.109624530620046,155.2099342687309,55.89702121171239,9.488712530624017,True,"[ 23.29963724  40.08226108  51.43001225  60.51870887  68.2059721
  75.15611121  81.37971247  87.10662756  92.44004282  97.40169442
 102.20173244 106.63215175 111.28573439 114.83635559]",F574-1,14,12.6
100.0,70.403950422916,0.359478956487038,2.605685836695635,True,[17.78343794 24.8773872  30.26630466 34.72133014 38.6400489 ],F574-2,5,10.83
57.739775121208766,180.41311731544616,65.73435637716074,21.588510864213532,True,"[ 26.55680567  49.28173035  58.78016498  67.87588387  79.05745803
  86.78354364  94.67248573  99.51775115 107.05248192 112.68201573
 118.70140316 128.67927706 136.16997083 151.19867485]",F579-V1,14,15.16
92.66318523481587,156.35500075187628,44.39888783327713,8.047577021788399,True,"[ 14.32524716  18.61791213  24.58732003  26.4178037   30.87930321
  34.75016497  37.40339459  41.36614746  42.27244435  44.28120759
  48.80034716  51.26074741  54.28334974  55.82589264  57.64191406
  60.06955602  63.83039553  66.38600806  67.56971559  69.40587383
  72.13527295  76.85574408  86.84020377 105.46657389 107.93312918]",F583-1,25,16.26
33.50680877996141,93.96377962443988,4.248667644457698,2.9621903826818876,True,"[13.14535806 24.25532    31.63466482 38.24033533 53.49632274 56.20630887
 60.04947522 60.33412206 64.60259148 65.96130369 69.2394985  71.89754022]",F583-4,12,7.29
100.0,107.44982917583086,1576.3905947255332,5.776335786855301,True,"[17.08771098 19.76238997 22.0280105  24.14152686 26.01111802 27.80721917
 29.37413555 30.96226349 32.46644463 33.84980574 35.21996708 36.48925988
 37.71141531 38.93241752 40.11209823 41.21535698 42.32409531 43.32775358
 44.37732673 45.3995632  46.36241225 47.33631375 48.22304183 49.15527514
 50.06783962 50.93134769 51.8084929  52.61024033 53.4561962  54.28721991
 55.0761197  55.87991665 56.67083571 57.3961553 ]",IC2574,34,10.23
52.09814396546232,300.0,2629.2654746181443,49.176238162230376,True,"[ 62.72881763  89.53690043 108.46704226 124.27865819 138.93300905
 151.4034402  162.66468693 173.10962899 183.38872964 192.72313339
 201.81727351 210.39357895 218.62545676 226.4600265  233.9439665
 240.36979002 248.36816502 255.26062251 259.47692784 262.86050257
 269.43747652 275.88782202 280.66984847 287.00533244 293.16049344
 300.78666746 309.73786686 319.94954037 326.42544795 330.70090265
 341.25546964 347.50378543]",IC4202,32,25.9
100.0,112.75470241787062,46.65495631131211,3.527225777153564,True,"[ 9.75275128 12.47985581 14.70345312 16.73960318 18.44686161 20.09780166
 21.61857259 22.95426567 24.28938336 25.40625055 26.61226878 27.76278975
 30.28694687 32.21022225 34.06933572]",KK98-251,15,3.13
41.869128172968026,156.25154918747035,558.0674779268237,33.0351223358579,True,"[ 19.11953878  23.57202888  27.29105684  30.5461806   33.21850455
  35.68155675  38.19775775  40.54838886  42.76105372  44.67035088
  46.67309303  48.41566931  50.09206831  51.86751027  53.57820041
  55.0824209   56.68593764  58.24034186  59.74962425  61.08548639
  62.51795655  63.7888242   65.03172073  66.36858642  67.67562758
 105.90443207 115.58177105 124.51702488 132.54988773]",NGC0024,29,11.27
79.93790506961871,154.3650321279542,106.88951114577486,7.444770790908317,True,"[ 32.9244157   40.13521223  46.25821415  51.52166182  56.24863897
  60.63674946  64.63046478  68.36276676  71.93297658  75.25918984
  78.47693939  81.50307191  84.40726505  87.24818359  89.94576944
  92.55636336  95.12912845  97.58830135 100.02092991 102.35403852
 104.63215573]",NGC0055,21,13.5
53.66990251036268,145.31871139126028,29.89013976807728,6.159865801561957,True,"[ 16.44235127  28.36426089  36.47915832  42.74696585  48.37442179
  53.35729886  57.86748927  61.9258095   65.78430585  69.40141387
  72.74369568  75.92016931  79.01887168  81.98646021  88.05637032
  90.13165765  92.71001044  95.21330513  97.64839737  99.97029452
 101.33690959]",NGC0100,21,9.62
48.202620951038966,142.20252272054273,132.65738804304337,9.055598460399699,True,"[ 36.48727298  44.34841073  51.03088376  56.95803469  61.98410985
  66.84024459  71.2464283   75.36315198  79.17042791  82.84913845
  86.35479757  89.64989093  92.87743968  95.9895714   99.05413995
 101.8643105  104.75374399 107.51579405 110.16132113 112.79609957
 115.37490603 117.90240595 120.33720482 122.90901723 125.26018676
 127.57550397]",NGC0247,26,14.54
100.0,177.99820122665503,1785.3784890605277,72.34081642185892,True,"[ 37.49123679  48.37931468  56.47309236  62.89604698  70.23752132
  75.89580441  82.37119588  96.70002701 108.73448679 119.803809
 129.88947231 138.95212629 147.76777342 155.87314734 163.89851723
 171.40638779 178.89894885 185.95007414 193.0648453  199.80313985
 206.63869951 213.35927006 219.76482177 226.29828628 232.54343516
 238.92921882 245.06704384 251.33392132]",NGC0289,28,71.12
49.179685845323014,137.31784172541873,137.9736197008951,9.726310785083795,True,"[ 32.0735218   39.05750869  45.01434592  50.10066455  54.66676474
  58.8389162   62.78285517  66.38603531  69.85290968  73.0652995
  76.19206729  79.11743413  81.98826197  84.69321043  87.30696715
  89.83888086  92.35077939  94.74045219  97.06925915  99.39233203
 101.51564686 103.88300649 106.15238345 107.96276271 110.15266238]",NGC0300,25,11.8
100.0,225.07437332202005,3837.9683710486083,96.05614373344272,True,"[ 41.93148117  48.3325614   54.08011085  63.61678658  72.00841589
 122.21998951 155.80314597 182.78182731 206.85646708 228.93924371
 249.65288126 269.43043113 288.25787469]",NGC0801,13,59.82
55.31284768782294,300.0,2591.504793748339,64.57282409936248,True,"[ 66.48953467 104.50103035 122.77501761 138.55673251 152.52056194
 165.16651257 176.80807968 187.65693477 197.65012554 207.33668909
 216.38153889 225.34145961 233.96651007 242.30125428 250.3822265
 258.15724185 265.81873893 272.51511763]",NGC0891,18,17.11
100.0,148.52254217778875,1750.2169305292327,17.842550524227487,True,"[ 28.58965978  36.74356572  43.23670635  48.87411768  53.8714872
  58.39824476  62.56080365  66.38615269  70.01873226  73.44878714
  76.74421937  79.74022431  82.8605219   85.5161698   88.4102999
  91.20341146  93.59964477  96.22955483  98.49457121 100.98918104
 103.17220215 105.55224448 107.8789409  109.89704604 112.13412109
 114.07847986 116.23789814 118.36021294 120.20963116 122.26857559
 124.06532241 126.06828214 127.8409435  129.79385509 131.72258431
 133.41054659]",NGC1003,36,30.24
100.0,211.91070803237537,1936.4640230171485,39.160963740774356,True,"[ 21.67687983  37.77172294  46.07725386  69.4602143   81.05422666
  91.90294392 101.70194796 107.12033067 113.92946079 118.57475411
 129.67702144 135.93230654 141.52250881 146.45284094 151.17867018
 156.20619396 160.68085459 165.03802433 169.63312163 173.78040057
 177.84066415 182.14435239 186.04640989 189.88181678]",NGC1090,24,30.09
23.293727520794544,124.24171993602617,160.5129616110528,20.615140639760778,True,"[ 20.81782533  35.76016505  46.03332211  54.05421053  61.05617677
  67.24697724  72.73455324  77.90810886  82.62917697  87.08087562
  91.31042499  95.44381424  99.4125215  103.15666904]",NGC1705,14,6.0
52.59989632773391,110.41518117937186,117.92966051296195,5.788796226221199,True,"[ 9.12422815 15.76874285 20.14561017 23.84470362 27.01914276 29.837991
 32.29302847 34.74945625 36.85194712 38.91293721 40.78004644 42.70663109
 44.39661331 46.08596884 47.64168068 49.26983287 50.71556297 52.17582938
 53.59105762 54.96504344 56.24615122 57.54860451 58.81852644 60.05822509
 61.21982132 62.40611839]",NGC2366,26,6.06
67.1449184554217,213.75047929577366,39607.621375818606,30.05885363094463,True,"[ 18.05127949  22.99419831  27.03769898  30.54130002  33.67409664
  36.53174552  39.17463086  41.64377738  43.96857208  46.17092569
  48.26769569  50.46798849  52.1951081   54.22655906  56.00504946
  57.72480027  59.39098357  61.00805468  62.57988442  64.26067545
  65.74805116  67.19945888  68.47690954  69.86621556  71.22569382
  72.68872339  73.9909912   75.2682876   76.52190715  77.75303783
  79.08260922  80.26997154  81.43797018  82.58746442  83.7192531
  84.83408046  85.93264127  87.12304449  88.08352115  93.01774482
  97.86008212 102.4443665  106.72132011 110.89374988 114.89560377
 118.67049815 122.3883608  125.98434845 129.40142    132.78894556
 136.084877   139.23341102 142.36969771 145.43464857 148.37422465
 151.313095   154.19490768 157.02352363 159.74732358 162.48060377
 165.17018222 167.76611591 170.37674117 172.95090049 175.44016945
 177.94800709 180.42501961 182.82414329 185.24477664 187.63906558
 189.96116083 192.30703253 194.63017574]",NGC2403,73,20.87
100.0,291.7287702952064,1084.9516713346347,81.02315878540625,True,"[ 84.78268062 118.52849833 143.95201004 165.01318244 183.48687783
 200.07908312 215.40077952 229.6644472  256.03515105 268.41010059
 280.3154252 ]",NGC2683,11,34.62
100.0,292.2927338569221,15940.389229318202,137.38016555303238,True,"[ 92.47391688  96.68387476 101.05683799 105.00218289 108.679476
 112.22249164 115.84784212 119.34968257 122.54832788 125.84068275
 129.03818167 131.88487908 134.7492201  137.62972738 140.6068001
 143.51390518 146.12119736 148.75338897 151.48404238 153.93907856
 156.42305739 158.79213982 161.1220783  163.48368087 170.4813188
 183.35672154 195.37506677 206.82035623 217.70410337 227.34826266
 237.27593657 246.88523169 256.17998176 264.52074644 273.32334636
 281.91564543 290.28238244 297.93823277 306.04317542 314.01487812
 321.82928416 329.02061667 336.67259277 344.19832118 351.67798206
 358.5531146  365.8577586  373.13345975 380.3499103  387.47743266]",NGC2841,50,63.64
68.43554463888549,300.0,16354.187568926136,74.26363118936283,True,"[ 35.45006825  50.02248865  61.13293652  70.44320012  78.59912259
  85.93304168  92.64304351  98.85862198 104.67001832 110.14314614
 115.32791799 120.26322517 133.85491497 146.03583175 157.15922408
 167.45635028 177.08831873 186.17257728 194.79775787 203.03259264
 210.93156739 218.53866546 225.88993711 233.01531635 239.93993832
 246.68511571 253.26907597 259.70752734 266.01409975 272.20069263
 278.27775265 284.25449765 290.139099   295.93883138]",NGC2903,34,24.96
46.77829906487693,129.99721030227184,96.08943942256886,14.513767361485998,True,"[19.1281547  26.76396449 32.59574354 37.61736013 41.99827607 45.81554428
 49.30797978 52.54281214 55.65592154 58.58322519 61.27369833 63.91199531
 66.35946549 68.70865579 71.03768884 73.21887099 75.39259403 77.49877076
 79.48426917 81.41688469 83.30093185 85.19529333 87.04583052 88.80314078
 90.57659301 92.26434088 93.92124607 95.59818577 97.1983553  98.82047835]",NGC2915,30,10.04
34.510778376948345,300.0,4444.611710939536,113.27845683955657,True,"[ 75.83283718 108.01956288 130.61990071 149.70735668 166.98569426
 181.89813981 195.40179807 208.13740165 220.57409813 231.76829986
 242.60931971 248.6871673  253.42910113 274.34134331 283.53552851
 293.70976837 314.38774924 344.51190418 372.2515185  400.00047819
 426.1388803  452.73183519 477.9292249  528.25137597]",NGC2955,24,35.43
94.39704682647549,300.0,169.9919829781029,8.61977545700813,True,"[17.72748025 22.03121922 26.16743149 29.72887988 32.90277584 35.79240249
 38.46191704 40.95441491 43.30050412 45.52285329 47.63880842 49.66199497
 51.60334855 53.47180508 55.27477864 56.77281636 58.4700013  60.34864569
 61.71836319 63.2770716  64.79638404 66.27902644 67.72742325 69.93942286
 73.5943692  76.70766751 79.69103691]",NGC2976,27,2.27
100.0,239.35852138480658,1179.725914805762,72.59364650849442,True,"[ 23.77705798  41.05349482  57.79990694  66.55445925  77.73241125
 110.90629271 140.62602488 164.92811778 185.97598605 204.96994329
 222.21924678 238.819066   254.66018326]",NGC2998,13,42.28
10.727020186776903,50.0,251.52055806841753,5.215133749328014,True,"[13.33327058 18.67959235 22.55760675 25.9155371  28.84105052 31.46837092
 33.87696634 36.03470402 38.14868083 40.15538466 42.07396333 43.91903709
 45.63447303 47.36632246 49.05221313 50.69817743 52.24783489 53.8292062
 55.38319588 56.91280757 58.42061148 59.8519209  61.3231028  62.77822044
 64.21874491]",NGC3109,25,6.45
100.0,210.582182226518,19510.68222075561,42.188828946861236,True,"[ 20.60013616  29.0879528   35.5714632   41.01366568  45.92919628
  50.215827    54.02617126  57.7884643   61.19972974  64.4157157
  67.55775573  70.3694777   73.14714478  75.89389914  78.45543829
  81.00245325  83.31576017  85.63014693  87.87597939  90.12593402
  92.18304171  94.25325661 100.29377211 106.05847184 111.48788074
 116.63384274 121.5846673  130.78028184 139.4027748  147.64942896
 154.930931   162.41911896 169.04723087 175.97133058 182.63181209
 188.66041039 194.96050207 200.69413915 206.71447373 212.64207163
 218.01447142 223.7424159  228.94872566]",NGC3198,43,44.08
33.71950257474338,300.0,2687.7440400896085,68.37538823641566,True,"[ 63.44682621  73.62508877  82.01973337  89.57523433  96.4920362
 103.26514897 109.23776903 114.54367204 120.2007794  125.28090752
 130.13804778 135.0662714  139.54015656 143.85666849 148.0307727
 152.07530673 156.0013808  159.81868606 163.75142838 167.3705075
 170.90391518 174.35759032 177.73686601 181.0465518  184.47990689
 187.65958894 190.78180108 193.84982476 196.86666985 199.83510451
 202.92822033 205.8048077  208.64020295 211.59972886 214.19534895
 218.82059596 250.95920259 280.69971635 308.20679771 333.28567449
 358.20738793]",NGC3521,41,17.74
100.0,254.92168585594703,356.2802338050875,38.049918944102586,True,"[ 81.33184835  98.88027821 113.47827673 126.20432992 137.68001241
 147.99456121 157.7270827  168.554983   197.3868105  218.60853536
 228.3841366  237.39665549]",NGC3726,12,32.52
27.988621345112627,69.47943983827473,23.487801786931797,2.5626189143390943,True,"[10.86565732 15.47158234 18.81451307 21.6137392  24.16292875 26.35284285
 28.43897586 30.28762747 32.01638941 33.64507453 35.25413196 36.72162458
 39.47385346 42.08037221 44.57087545 46.82461332 49.01537788 51.11037536
 53.0813954  55.02508712 56.86743903]",NGC3741,21,7.0
100.0,203.49418602423776,356.50422392720543,46.264582123118835,True,"[ 46.11368639  64.92408923  78.93232645  90.58534772 100.74406696
 109.90466332 118.68908523 128.36911754 138.63878869 187.4627919
 195.50447591 202.64846163]",NGC3769,12,37.16
59.504441920325455,278.5039121598207,113.83850188493777,19.05383353752577,True,"[ 57.92406109  81.40473925  99.13722309 114.20495143 127.02782916
 138.52596654 149.03102128 158.76042703 167.86578253 176.45764563
 184.711037   192.50361381 200.06694812]",NGC3877,13,11.35
64.04916269335979,300.0,373.93338864131164,56.054448943372144,True,"[ 84.591639   118.74109039 144.07275649 165.1395347  184.44473772
 204.09146929 222.99730793 240.36563559 254.92401847 267.27771731]",NGC3893,10,19.05
77.89767052658111,230.0510231534419,192.08860100542066,14.768419983612603,True,"[ 41.88411311  58.93955011  71.85505543  82.84874118  92.21280765
 100.61087031 108.28040885 115.37726463 122.01028604 128.25904988
 134.2502071  139.89485866 145.3609041  150.37862636 155.73360195
 160.29997077 165.26888808]",NGC3917,17,14.86
29.7437228012231,260.9033376364747,32.62579299403794,21.92249120467896,True,"[106.70795751 129.55295926 148.94966724 165.50857286 180.44468995
 194.19852249 208.34180478]",NGC3949,7,7.07
50.33711416357102,300.0,196.26105915544844,35.647908299678505,True,"[133.298438   161.58290277 185.15290989 205.82660288 224.63896366
 241.73311121 258.05774147 273.46055036]",NGC3953,8,15.68
49.7945548844147,210.3374462947591,15.158660109494368,6.33712120299449,True,"[ 47.76114274  67.05477682  81.59825436  93.94489481 104.45042703
 113.87478607 122.49301656 130.48512517 137.97631741 145.05763963]",NGC3972,10,8.72
100.0,291.3180996892295,866.2289063993262,65.16828479958299,True,"[147.87489171 179.3228767  205.43692551 228.66835276 249.82034339
 269.58182419 288.28139581 306.74410031 323.94444147]",NGC3992,9,46.02
69.3433488253933,212.87758210140277,33.60636154713789,7.871285359386557,True,"[ 41.05249459  57.73850653  70.35959595  81.0942942   90.23363552
  98.42876355 105.91343951 112.84103054 119.318599   125.42435176
 131.28238876 136.80591464]",NGC4010,12,10.47
100.0,256.53315883102874,3543.901422955344,45.552724703792165,True,"[101.76409227 107.63934257 113.72464279 119.60975004 124.47505735
 129.7446287  134.78195395 139.11508212 143.72446048 148.29052686
 152.25318086 156.16006076 159.96257714 164.24351042 167.84859039
 171.32317931 175.35816956 178.67997022 181.98615608 185.73721772
 188.91864892 192.04785765 195.08430194 198.63458002 201.57590642
 204.51931452 207.42408154 210.73975932 213.56792813 216.32369655
 219.55949952 222.25101772 224.95377686 228.04804526 230.69477746
 233.31736374]",NGC4013,36,31.01
60.82087913358087,255.1376341719462,43.148500725679895,25.285594722170703,True,"[ 73.78252307 103.52854443 125.58730111 143.93709002 159.98121135
 174.52256814 187.67773164]",NGC4051,7,12.19
100.0,144.12331160980844,10.770388647590856,4.51470283366723,True,[11.42751587 19.90791453 25.56991738 30.15593126 34.19237194 37.6967753 ],NGC4068,6,2.33
45.53684968716668,244.32715377248306,19.21663317389284,10.293402418698738,True,"[ 57.97318448  81.34768629 100.75577231 115.12682005 127.70149839
 139.01069585 149.48974265]",NGC4085,7,6.2
97.31264052554657,281.5814067100775,277.78351672714024,34.82049945651526,True,"[ 64.67031183  91.03523453 110.6638814  126.99051824 141.22376835
 154.06004996 165.5997415  176.49099244 186.64061862 196.23674354
 205.98728421 216.95833009]",NGC4088,12,21.48
93.6600606234144,300.0,1334.770712892361,48.130208681033935,True,"[ 85.64996514  98.80948479 110.02786669 120.09379502 129.28809872
 137.79505258 145.74340703 153.227355   160.39772519 167.14763244
 173.67756915 179.66554124 186.04840769 191.48451506 197.39217033
 202.50355174 208.14163779 212.9267034  218.289245   222.85466656
 227.98555563 233.00724328 237.92840799 242.13872358]",NGC4100,24,22.76
75.39233212898557,296.7140951568446,204.31776905307075,65.75342463918012,True,"[ 94.16283545 131.81289859 159.8304872  184.7451692  206.59246576
 224.53718447 241.12353088]",NGC4138,7,18.58
100.0,282.98748825419284,544.8011106032849,48.102802558735306,True,"[ 64.12761239  90.28614181 109.76657978 125.97175636 140.09889434
 152.83800107 164.28813818 175.09216925 185.15754929 194.67092858
 203.72456806 212.38973804 220.76972336 228.8141623  236.60870014
 244.18379892 251.56491981]",NGC4157,17,29.61
85.50351990292106,175.64146282464324,281.62359085783595,20.288674979526483,True,"[ 30.5367384   42.98842528  52.42611321  60.46461691  67.31439061
  73.45886713  79.0706057   84.26284675  89.11470246  93.68403528
  98.06320531 102.18710021 106.17831649 110.35230923 113.74526021
 117.51195839 121.15551028 125.137417   128.52340929 131.85823502
 135.52716101 139.07009706 142.56386254]",NGC4183,23,21.02
21.627088677113523,129.44524177189092,99.67972814311146,18.178744693728657,True,"[ 21.98967772  37.76552356  48.17248092  56.70852967  63.9892533
  70.43259804  76.13891922  81.65410059  86.56078091  91.19032785
  95.69589058 100.00092422 104.13623416 108.03279076]",NGC4214,14,5.63
70.95312241207017,300.0,457.3884891227322,35.42733712649526,True,"[ 57.20107629  80.45952026  98.05600242 113.02471992 125.76987945
 137.19856334 147.63621133 157.29635313 166.32806888 174.84027912
 183.0059106  190.70395551 198.16342768 205.01593552 212.33465256
 218.5805235  225.38251661 232.06074126 238.56096345]",NGC4217,19,16.72
10.0,84.0543344316106,8.623452439897536,7.470738694225203,True,"[ 41.56735286  57.79045793  71.54051051  82.14055789  91.8385781
 100.96781974]",NGC4389,6,5.32
91.76612171373165,197.26345825525533,406.20517364856295,20.41735934153719,True,"[ 29.0909481   40.69879607  49.56450606  56.98979139  63.58230635
  69.41089051  74.73999063  79.60031535  84.42187132  88.69084407
  92.79996874  96.88824845 100.56465655 104.14875493 107.75483387
 111.0289503  114.24716497 117.36757754 120.39895182 123.34891669
 126.22415904 129.03057644 131.77339945 134.45729057 137.08642509
 139.66455784 142.54188182 144.68105835 147.46057587 149.86036195
 152.22357763 154.55233142]",NGC4559,32,20.97
18.484410766092022,300.0,316.60270147656416,75.59853337557998,True,"[ 83.58400083 117.02432018 142.13764357 163.39967605 181.57693332
 197.94474199 212.98740629 227.01890431 240.25525433 253.10295424
 273.03888657 291.88362299 309.67884498 327.0425284  343.8813484
 360.29292461 376.35166214 392.115373  ]",NGC5005,18,11.47
100.0,262.9809990123007,7197.382064139397,83.49810060465785,True,"[ 39.5625789   68.05753284  87.32358451 102.84671219 116.01688564
 124.95191159 140.80174761 154.85615568 167.99732382 179.56625058
 190.40563525 200.70277387 211.02586594 220.37281212 229.42386872
 238.64591223 247.1464967  255.39568135 263.92074805 271.84432548
 279.58723864 287.63888969]",NGC5033,22,44.59
100.0,262.40352951905567,193316.84590294753,89.41507486871755,True,"[ 38.43012728  53.98130882  66.13083986  76.00201052  84.75869847
  92.51280839  99.79501842 106.43590872 112.55563261 118.39862491
 124.00600817 129.19623785 148.11993986 164.33438143 179.37097424
 193.14954363 206.05871438 218.24959927 229.86562245 240.97487842
 251.73472977 262.16827934 272.32485622 282.2100934  291.45845897
 301.00245079 310.38871483 319.63589489]",NGC5055,28,54.59
100.0,276.9443731912814,6771.831837579101,82.95809267848993,True,"[ 57.36447179  80.34992841  97.96846973 112.61535576 125.29209433
 136.65672792 156.71499784 174.47448962 189.78238582 204.48457589
 218.20780083 231.16693478 243.01820792 254.88725664 266.34108699
 276.99653815 287.81829901 298.38572798 308.73357463]",NGC5371,19,46.24
40.46259909578455,126.62749187613734,577.6504999731017,7.674134201889425,True,"[ 10.33246026  17.52604836  22.49427711  26.52032337  29.98735145
  33.07270539  35.87592951  38.45959663  41.00285485  43.25470066
  48.3256589   55.55627697  61.76458131  67.4119988   72.49811669
  77.28134008  81.69717734  85.93046964  89.89905321  93.69688791
  97.4011604  100.87344249 104.58441902 107.74968492]",NGC5585,24,10.96
100.0,244.76579840253018,6754.450806335584,63.42468108866373,True,"[ 93.08719058 113.12575079 129.76957807 144.23906079 157.30493601
 169.25089802 180.42473707 190.95147257 200.91780285 210.49620654
 219.71735782 228.60207163 237.2652527  245.70665856 253.9231024
 262.00412544 269.90559718 277.70743013 285.39231455]",NGC5907,19,50.33
